id,number,title,office_marker_info,official_url,description,county,location_info,latitude,longitude,created_at,updated_at
71,71,Methodist Church of Carson City,<p>STATE HISTORICAL MARKER No. 71</p><p>STATE HISTORIC PRESERVATION OFFICE</p><p>NEVADA LANDMARK SOCIETY</p>,http://nvshpo.org/historical-markers/71,"<p>Dedicated in 1867, this church serves a congregation that dates to 1859.  Like many other buildings in Carson City, the stone used in its construction was quarried at the nearby State Prison.  Reverend Warren Nims (Pastor 1863-1866) was responsible for much of the original construction.  Altered extensively over the years, the structure, with its octagonal porch posts and pointed-arch windows, is one of Nevada’s oldest religious structures.</p>",Carson City," Carson River Basin, Carson City. Located at the intersection of Division and Musser Streets, Carson City.",39.16461,-119.76954,2014-11-01 19:06:38 UTC,2014-11-07 00:40:36 UTC
72,72,Nevada State Children's Home,<p>STATE HISTORICAL MARKER No. 72</p><p>COMMEMORATING A CENTURY OF STATE SERVICE TO THE CHILDREN OF NEVADA</p><p>CARSON CITY HISTORICAL COMMISION</p><p>STATE HISTORIC PRESERVATION OFFICE</p>,http://nvshpo.org/historical-markers/72,"<p>The Nevada Orphans’ Asylum, a privately funded institution, was opened in Virginia City in 1864 by the Daughters of Charity.  By 1870 most of its functions were taken over by the Nevada State Orphans’ Home at Carson City, authorized in 1869 by the legislature and constructed on this site.  The first child was admitted October 28, 1870.</p><p>In 1903, the first building gave way to a larger one, constructed of sandstone from the state prison quarry east of Carson City.  This edifice served until 1963 as Nevada’s home for dependent and neglected children. In 1951, its name was changed to the Nevada State Children’s Home.</p><p>The stone building was in turn replaced in 1963, in accordance with the modern concept of family-sized groups housed in cottages.  The facility closed in 1992.</p>",Carson City," Carson River Basin, Carson City. Located at the intersection of Stewart and Fifth Streets, Carson City.",39.09601,-119.45863,2014-11-01 19:06:38 UTC,2014-11-07 00:40:36 UTC
73,73,Unknown Soldiers,<p>STATE HISTORICAL MARKER No. 73</p><p>STATE HISTORIC PRESERVATION OFFICE</p>,http://nvshpo.org/historical-markers/73,"<p>Victims of the influenza epidemic of 1918, ten soldiers died and were buried here without identity.  During World War I, troop trains ran regularly through Montello.  As soldiers became ill enroute, they were unloaded at the nearest hospitals.  The Southern Pacific Railroad kept a doctor at Montello who checked every train enroute.  Ill passengers were treated in a makeshift hospital at the town’s hotel.</p><p>The graves were unmarked for years but through the persistent efforts of Mr. and Mrs. Kimber of Montello, and the 40 & 8 of Las Vegas, the previously unmarked graves, although still unidentified as to name, were marked in 1975.</p><p>Unfortunately, fires had destroyed the original government records, making identification impossible.</p><p>S.D. PETERS</p>",Elko," Great Salt Lake Basin, Elko County. Located in the cemetery at Motello, on State Route 223 twenty-three miles north of Interstate Highway 80.",41.2618,-114.19335,2014-11-01 19:06:38 UTC,2014-11-06 15:11:57 UTC
74,74,Wellington,<p>STATE HISTORICAL MARKER No. 74</p><p>STATE HISTORIC PRESERVATION OFFICE</p>,http://nvshpo.org/historical-markers/74,"<p>Following the mining boom in the Aurora District in 1860, Jack Wright and Leonard Hamilton put up a bridge across the West Walker River and established a stage station at this location.  Wagons and stages were repaired, and horses shod. The station soon became a trading center for nearby ranches and farms.</p><p>In 1863, Daniel Wellington bought the interests of Wright and Hamilton and the station became known as “Wellington’s.”  The Wellington Hotel, located about a half mile south of the station, was constructed by wagonmaster Zadok Pierce in 1875.  Over the years it has served as a livery stable, freight station, general store, and post office.</p>",Lyon,"",38.45069,-119.22139,2014-11-01 19:06:38 UTC,2014-11-07 00:40:36 UTC
75,75,Government Building (1888-1970),"<p>STATE HISTORICAL MARKER No. 75</p>
<p>state historic preservation office</p><p>Carson City Historical Commission</p>",http://nvshpo.org/historical-markers/75,"<p>This imposing public structure, the former United States Post Office and Courthouse, represents the first federal office building constructed in the State of Nevada.  Construction began in late 1888 and was completed in 1891 at a cost of $134,605.53.</p><p>Designed by Mifflin E. Bell, Supervising Architect of the Treasury Department, the building incorporates many elements of the Romanesque Revival style.  Subsequent interior designs were made by Bell’s successors, Will Frost and James Windrum.</p><p>Thomas P. Hawley was the first United States District Judge to preside in Carson City.  The last federal judge to officiate here was Bruce R. Thompson whose court was moved to Reno, August 1965.</p><p>This building ceased to serve as a post office in 1970 with William E. Dunfield as Postmaster.  Deeded to the State in 1971 and listed on the National Register of Historic Places in 1979, the Government Building continues to serve the public.</p>",Carson City," Carson River Basin, Carson City. Located at North Carson and Telegraph Streets, Carson City.",39.16613,-119.76679,2014-11-01 19:06:38 UTC,2014-11-06 15:11:58 UTC
76,76,Eagle Valley,"<p>STATE HISTORICAL MARKER No. 76</p><p>STATE HISTORICAL PRESERVATION OFFICE</p>
<p>OVERLAND ACRES ASSOCIATION</p>",http://nvshpo.org/historical-markers/76,"<p>Centrally located between one of the first Nevada settlements at Genoa and the gold and silver of the Comstock Lode, Eagle Valley, site of present Carson City, was a vital link in land communications.</p><p>One of the key California emigrant routes, the Carson branch of the California emigrant Trail crossed the Sierra Nevada at Kit Carson Pass and came through Eagle Valley roughly along Sage Drive, a block east of this point.</p><p>The first overland telegraph, colloquially known as Fred Bee’s “Grapevine,” was completed from Placerville to Carson City in 1859.  In this area, it followed what is now highway U.S. 395.  The Pony Express (1860-1861) and the Butterfield-Wells-Fargo Overland Stages (1862-1868) followed the same route.</p><p>The Virginia & Truckee Railway in its extension to Carson Valley and Minden in 1906 used the route of Bigelow Drive six blocks east.</p>",Carson City," Carson River Basin, Carson City. Located at Oak and California Streets, Carson City.",39.12479,-119.76759,2014-11-01 19:06:38 UTC,2014-11-07 00:40:36 UTC
77,77,Dat-So-La-Lee,"<p>STATE HISTORICAL MARKER No. 77</p><p>STATE HISTORIC PRESERVATION OFFICE</p>
<p>RENO CHAPTER, DAUGHTERS OF THE AMERICAN COLONISTS</p><p>AND</p><p>IN RECOGNITION OF THE INVALUABLE ASSISTENCE OF THE WASHOE INDIANS</p>",http://nvshpo.org/historical-markers/77,"<p>Famed Washoe basketmaker, Datsolalee, is buried in this cemetery. Also known as Louisa Keyser, Dat So La Lee, and Dabuda, her 120+ major documented baskets were made expressly for sale to Arts and Crafts collectors from 1895 until her death in 1925 under patronage of the Cohn family. Datsolalee’s baskets are prized by collectors and displayed in museums across the country.</p><p>Utilitarian, straight-walled, decorated coiled willow basketry is a Washoe tradition extending back thousands of years.  Datsolalee introduced the spherical Washoe degikup willow basket with innovative decorative motifs in bracken fern and redbud fibers.  She and her patrons promoted this craft to the public, elevated it to an art form, and, most importantly, motivated basketry production by other tribal members during a period when the Washoe were recovering from mid-nineteenth-century loss of their homelands and aboriginal lifeways.</p>",Carson City," Carson River Basin, Carson City. Located at Snyder Avenue at the Stewart Cemetery, Carson City.",39.11927,-119.75307,2014-11-01 19:06:38 UTC,2014-11-07 00:40:36 UTC
78,78,Orion Clemens Home,"<p>STATE HISTORICAL MARKER No. 78</p>
<p>state historic preservation office</p><p>JULIAN C. SMITH, JR.</p>",http://nvshpo.org/historical-markers/78,"<p>Orion Clemens, secretary to territorial governor James W. Nye, lived in this house with his wife, “Mollie,” from 1864 to 1866.  Samuel, his brother who was a reporter for the Territorial Enterprise, stayed here periodically until leaving the territory in May 1864. He became famous as “Mark Twain.”</p>",Carson City," Carson River Basin, Carson City. Located at North Division and Spear Streets, Carson City.",39.16659,-119.76953,2014-11-01 19:06:38 UTC,2014-11-07 00:40:36 UTC
79,79,Civil War Plot,"<p>STATE HISTORICAL MARKER No. 79</p>
<p>state historic preservation office</p><p>Eva M. Crist McCarthy</p>",http://nvshpo.org/historical-markers/79,"<p>This plot was purchased in 1890 for $180 in gold coin by the General O.M. Mitchel post #89, Grand Army of the Republic, to be used as a last resting place for comrades-in-arms during the Civil War, 1861-1865.</p><p>It became a place of beauty in the early 1900s.</p><p>Following years of neglect and outrageous vandalism, restoration was initiated in 1963 by the Daughters of Union Veterans of the Civil War and other interested citizens of the Reno area.</p><p>Among those buried here are member of the Nevada volunteers who served in their own state and neighboring areas of the West from 1861-1866.</p>",Washoe,"Truckee River Basin, Washoe County. Located at 10th and Angel Streets, in Reno.",39.32168,-119.49192,2014-11-01 19:06:38 UTC,2014-11-07 00:40:36 UTC
80,80,Eureka County Courthouse,"<p>STATE HISTORICAL MARKER No. 80</p>
<p>state historic preservation office</p><p>BOARD OF COUNTY COMMISSIONERS</p>",http://nvshpo.org/historical-markers/80,"<p>Built in 1879-80 of locally-fired brick and of sandstone quarried nearby, the Eureka County courthouse remains a fine example of boomtown Victorian opulence.  This relic, a scene of many famous trials, reflects the glory days when Eureka was the first important lead-silver district in the United States.</p>",Eureka," Central Region, Eureka County Located at the Courthouse in Eureka, Nevada.",39.51243,-115.96098,2014-11-01 19:06:38 UTC,2014-11-07 00:40:36 UTC
81,81,Grand Army of the Republic Memorial Tree,"<p>STATE HISTORICAL MARKER No. 81</p>
<p>Dedicated by Issac Crist camp No. 28, Sons of Union Veterans of the Civil War, Daughters of Union Veterans of the Civil War, Reno, Nevada October 18, 1969.</p>
<p>state historic preservation office</p>",http://nvshpo.org/historical-markers/81,"<p>This tree was planted in soil from Civil War battlefields and dedicated to the memory of the Grand Army of the Republic, by The National Commander in Chief, June 10, 1913.</p>",Washoe,"Truckee River Basin, Washoe County. Located at the intersection of East Ninth Street and North Center Street in Reno.",39.32182,-119.48887,2014-11-01 19:06:38 UTC,2014-11-07 00:40:36 UTC
82,82,Diamond Valley,"<p>STATE HISTORICAL MARKER No. 82</p>
<p>state historic preservation office</p><p>EUREKA COUNTY COMMISSION</p>",http://nvshpo.org/historical-markers/82,"<p>The first known explorer of Diamond Valley was Captain John C. Frémont who mapped the area to aid western migration in 1845.  Before Frémont, Shoshone and Paiute Indians had gathered nature’s bounty here.</p><p>Colonel J.H. Simpson mapped a route through the valley in 1859.  The Simpson route, through the north end of the valley, immediately became the Pony Express route from 1860-1861.  The Overland Telegraph replaced the Pony Express and also crossed the valley.</p><p>Early freight toll roads were operated across the valley as lead and silver mining camps boomed in the 1860s.  Needs of the mining camps gave rise to a limited livestock and dairy industry.  In 1957, a large underground lake was tapped to supply water for irrigation.</p>",Eureka," Central Region, Eureka County. Located on State Route 278, seventeen miles northwest of Eureka, Nevada.",39.30741,-115.57659,2014-11-01 19:06:38 UTC,2014-11-06 15:11:58 UTC
